section,hscode,description,parent,level
IX,450110,"Cork; natural cork, raw or simply prepared",4501,6
IX,450190,"Cork; waste cork, crushed, granulated or ground cork",4501,6
IX,4502,"Natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",45,4
IX,450200,"Cork; natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)",4502,6
IX,4503,Cork; articles of natural cork,45,4
IX,450310,"Cork; corks and stoppers, of natural cork",4503,6
IX,450390,Cork; articles of natural cork other than corks and stoppers,4503,6
IX,4504,Agglomerated cork (with or without a binding substance) and articles of agglomerated cork,45,4
IX,450410,"Cork; blocks, plates, sheets and strip, tiles of any shape, solid cylinders (including discs), of agglomerated cork (with or without a binding substance)",4504,6
IX,450490,"Cork; articles of agglomerated cork (with or without a binding substance), n.e.c. in heading no. 4504",4504,6
IX,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",TOTAL,2
IX,4601,"Plaits and similar products of plaiting materials, assembled into strips or not; plaiting materials, plaits and the like bound together in parallel strands or woven in sheet form, finished articles or not",46,4
IX,460121,"Plaiting materials, plaits and similar products of plaiting materials; mats, matting and screens, of bamboo",4601,6
IX,460122,"Plaiting materials, plaits and similar products of plaiting materials; mats, matting and screens, of rattan",4601,6
IX,460129,"Plaiting materials, plaits and similar products of plaiting materials; mats, matting and screens, of vegetable materials other than bamboo or rattan",4601,6
IX,460192,"Plaiting materials, plaits and similar products of plaiting materials; (not mats, matting or screens), of bamboo",4601,6
IX,460193,"Plaiting materials, plaits and similar products of plaiting materials; (not mats, matting or screens), of rattan",4601,6
IX,460194,"Plaiting materials, plaits and similar products of plaiting materials; (not mats, matting or screens), of vegetable materials other than bamboo or rattan",4601,6
IX,460199,"Plaiting materials, plaits and similar products of plaiting materials; products of non-vegetable materials",4601,6
IX,4602,"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or made up from goods of heading no. 4601; articles of loofah",46,4
IX,460211,"Basketwork, wickerwork and other articles; of bamboo, made directly to shape from plaiting materials or made up from goods of heading no. 4601",4602,6
IX,460212,"Basketwork, wickerwork and other articles; of rattan, made directly to shape from plaiting materials or made up from goods of heading no. 4601",4602,6
IX,460219,"Basketwork, wickerwork and other articles; of vegetable materials (not bamboo or rattan), made directly to shape from plaiting materials or made up from goods of heading no. 4601; articles of loofah",4602,6
IX,460290,"Basketwork, wickerwork and other articles; of non-vegetable materials, made directly to shape from plaiting materials or made up from goods of heading no. 4601",4602,6
X,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,TOTAL,2
X,4701,"Wood pulp, mechanical wood pulp",47,4
X,470100,Wood pulp; mechanical wood pulp,4701,6
X,4702,"Chemical wood pulp, dissolving grades",47,4
X,470200,"Wood pulp; chemical wood pulp, dissolving grades",4702,6
X,4703,"Chemical wood pulp, soda or sulphate, other than dissolving grades",47,4
X,470311,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of coniferous wood",4703,6
X,470319,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), unbleached, of non-coniferous wood",4703,6
X,470321,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of coniferous wood",4703,6
X,470329,"Wood pulp; chemical wood pulp, soda or sulphate, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood",4703,6
X,4704,"Chemical wood pulp, sulphite, other than dissolving grades",47,4
X,470411,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of coniferous wood",4704,6
X,470419,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), unbleached, of non-coniferous wood",4704,6
X,470421,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of coniferous wood",4704,6
X,470429,"Wood pulp; chemical wood pulp, sulphite, (other than dissolving grades), semi-bleached or bleached, of non-coniferous wood",4704,6
X,4705,Wood pulp obtained by a combination of mechanical and chemical pulping processes,47,4
X,470500,Wood pulp; obtained by a combination of mechanical and chemical pulping processes,4705,6
X,4706,Pulps of fibres derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material,47,4
X,470610,Pulp; cotton linters pulp,4706,6
X,470620,Pulp; of fibres derived from recovered (waste and scrap) paper or paperboard,4706,6
X,470630,Pulp; of bamboo,4706,6
X,470691,"Pulp; of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, mechanical",4706,6
X,470692,"Pulp; of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, chemical",4706,6
X,470693,"Pulp; of fibrous cellulosic material, other than of bamboo or fibres derived from recovered (waste and scrap) paper or paperboard or from cotton linters pulp, obtained by a combination of mechanical and chemical processes",4706,6
X,4707,Waste and scrap of paper and paperboard,47,4
X,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or corrugated paper or paperboard",4707,6
X,470720,"Paper or paperboard; waste and scrap, paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass",4707,6
X,470730,"Paper or paperboard; waste and scrap, paper or paperboard made mainly of mechanical pulp (e.g. newspapers, journals and similar printed matter)",4707,6
X,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.c. in heading no. 4707 and of unsorted waste and scrap",4707,6
X,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",TOTAL,2
X,4801,"Newsprint, in rolls or sheets",48,4
X,480100,"Newsprint; made of fibres obtained essentially by a chemi-mechanical process or of a weight, per m2, of more than 57g but not more than 65g, in rolls or sheets",4801,6
X,4802,"Uncoated paper and paperboard, used for writing, printing or other graphics, non perforated punch-cards and punch tape paper, in rolls or rectangular sheets, of any size, other than paper of heading 4801 or 4803; hand-made paper and paperboard",48,4
X,480210,Hand-made paper or paperboard,4802,6
X,480220,"Uncoated paper and paperboard (not 4801 or 4803); of a kind used as a base for photo-sensitive, heat-sensitive or electro-sensitive paper or paperboard, in rolls or sheets",4802,6
X,480240,"Uncoated paper and paperboard (not 4801 or 4803); wallpaper base, in rolls or sheets",4802,6
X,480254,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing less than 40g/m2, in rolls or sheets",4802,6
X,480255,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing 40g/m2 to 150g/m2, in rolls",4802,6
X,480256,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weight 40-150g/m2, in sheets 435mm or less by 297mm or less (unfolded)",4802,6
X,480257,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weight 40-150g/m2, n.e.c. in item no. 4802.55 or 4802.56",4802,6
X,480258,"Uncoated paper and paperboard (not 4801 or 4803); printing, writing or graphic, 10% or less by weight of mechanical or chemi-mechanical processed fibre, weighing more than 150g/m2",4802,6
X,480261,"Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, in rolls",4802,6
X,480262,"Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, in sheets 435mm or less by 297mm or less (unfolded)",4802,6
X,480269,"Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, other than rolls, other than sheets 435mm or less by 297mm or less (unfolded)",4802,6
X,4803,"Tissue, towel, napkin stock or similar; for household or sanitary uses, cellulose wadding, webs of cellulose fibres, in rolls over 36cm in width or rectangular sheets with one side exceeding 36cm when unfolded",48,4
X,480300,"Tissue, towel, napkin stock or similar; for household or sanitary use, cellulose, wadding webs of cellulose fibres, in rolls exceeding 36cm in width or rectangular sheets with one side more than 36cm in unfolded state",4803,6
X,4804,"Uncoated kraft paper and paperboard, in rolls or sheets, other than that of heading no. 4802 or 4803",48,4
X,480411,"Kraft paper and paperboard; kraftliner, uncoated, unbleached, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6
X,480419,"Kraft paper and paperboard; kraftliner, uncoated, bleached, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6
X,480421,"Kraft paper and paperboard; sack kraft paper, uncoated, unbleached, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6
X,480429,"Kraft paper and paperboard; sack kraft paper, uncoated, bleached, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6
X,480431,"Kraft paper and paperboard; uncoated, unbleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6
X,480439,"Kraft paper and paperboard; uncoated, bleached, weight 150g/m2 or less, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6
X,480441,"Kraft paper and paperboard; uncoated, unbleached, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6
X,480442,"Kraft paper and paperboard; uncoated, weight between 150 and 225g/m2, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets",4804,6
X,480449,"Kraft paper and paperboard; uncoated, weight more than 150g/m2 but less than 225g/m2, in rolls or sheets, n.e.c. in item no. 4804.4, other than that of heading no. 4802 or 4803",4804,6
X,480451,"Kraft paper and paperboard; uncoated, unbleached, weight 225g/m2 or more, in rolls or sheets, other than that of heading no. 4802 or 4803",4804,6
X,480452,"Kraft paper and paperboard; uncoated, weight 225g/m2 or more, bleached uniformly throughout, more than 95% of total fibre content consists of chemically processed wood fibres, in rolls or sheets",4804,6
X,480459,"Kraft paper and paperboard; uncoated, weight 225g/m2 or more, in rolls or sheets, n.e.c. in item no. 4804.5, other than that of heading no. 4802 or 4803",4804,6
X,4805,"Uncoated paper and paperboard n.e.c., in rolls or sheets",48,4
X,480511,"Paper and paperboard; uncoated, semi-chemical fluting paper, rolls or sheets",4805,6
X,480512,"Paper and paperboard; uncoated, straw fluting paper, rolls or sheets",4805,6
X,480519,"Paper and paperboard; uncoated, fluting paper other than semi-chemical or straw, rolls or sheets",4805,6
X,480524,"Paper & paperboard; uncoated, testliner (recycled linerboard), weight 150g/m2, or less, in rolls or sheets",4805,6
X,480525,"Paper & paperboard; uncoated, testliner (recycled linerboard), weight over 150g/m2, in rolls or sheets",4805,6
X,480530,"Paper and paperboard; sulphite wrapping paper, uncoated, in rolls or sheets",4805,6
X,480540,"Paper and paperboard; filter paper and paperboard, uncoated, in rolls or sheets",4805,6
X,480550,"Paper and paperboard; felt paper and paperboard, uncoated, in rolls or sheets",4805,6
X,480591,"Paper and paperboard; uncoated, weight 150g/m2 or less, in rolls or sheets, n.e.c. in heading no.4805",4805,6
X,480592,"Paper and paperboard; uncoated, weight more than 150g/m2 but less than 225 g/m2, in rolls or sheets, n.e.c. in heading no. 4805",4805,6
X,480593,"Paper and paperboard; uncoated, weight 225/m2 or more, in rolls or sheets, n.e.c. in heading no. 4805",4805,6
X,4806,"Vegetable parchment, greaseproof papers, tracing papers, glassine and other glazed transparent or translucent papers, in rolls or sheets",48,4
X,480610,"Paper; vegetable parchment, in rolls or sheets",4806,6
X,480620,"Paper; greaseproof papers, in rolls or sheets",4806,6
X,480630,"Paper; tracing papers, in rolls or sheets",4806,6
X,480640,"Paper; glassine and other glazed transparent or translucent papers, in rolls or sheets",4806,6
X,4807,"Composite paper and paperboard, (made by sticking layers together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets",48,4
X,480700,"Paper and paperboard; composite (made by sticking layers together with an adhesive), not surface-coated or impregnated, whether or not internally reinforced, in rolls or sheets",4807,6
X,4808,"Paper and paperboard, corrugated (with or without glued flat surface sheets), creped, crinkled, embossed or perforated, in rolls or sheets other than paper of the kind described in heading 4803",48,4
X,480810,"Paper and paperboard; corrugated, whether or not perforated, in rolls or sheets, other than paper of heading 4803",4808,6
X,480840,"Paper and paperboard; kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls or sheets, other than paper of heading 4803",4808,6
X,480890,"Paper and paperboard; other than corrugated (with or without glued flat surface sheets) or kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls or sheets, other than paper of heading 4803",4808,6
X,4809,"Carbon paper, self copy paper, and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets",48,4
X,480920,"Paper; self-copy paper, whether or not printed, in rolls or sheets",4809,6
X,480990,"Paper; carbon paper and other copying or transfer papers (including coated or impregnated paper for duplicator stencils or offset plates), whether or not printed, in rolls or sheets",4809,6
X,4810,"Paper and paperboard, coated one or both sides with kaolin (china clay) or inorganic substances, with binder or not, no other coating, surface coloured or not, surface decorated or printed, in rolls or rectangular (including square) sheets, of any size",48,4
X,481013,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing & writing, graphics, containing no, or not more than 10% by weight of total fibres obtained by mechanical or chemi-mechanical process, in rolls",4810,6
X,481014,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got mechanical/chemi-mechanical process, sheets, sides 435mm or less by 297mm or less, unfolded,",4810,6
X,481019,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got by mechanical/chemi-mechanical process, sides exceeding 435mm and 297mm, unfolded, sheets",4810,6
X,481022,"Paper and paperboard; coated with kaolin or other inorganic substances only, having more than 10% of mechanical or chemi-mechanical processed fibres, for writing, printing or other graphic purposes, light-weight coated paper, in rolls or sheets",4810,6
X,481029,"Paper and paperboard; coated with kaolin or other inorganic substances only, having more than 10% of mechanically processed fibres, (excluding light-weight paper), for writing, printing or other graphic purposes, in rolls or sheets",4810,6
X,481031,"Kraft paper and paperboard; uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight 150g/m2 or less, for non-graphic purposes, in rolls or sheets",4810,6
X,481032,"Kraft paper and paperboard; uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight more than 150g/m2, for non-graphic purposes, in rolls or sheets",4810,6
X,481039,"Kraft paper and paperboard; coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in item no. 4810.31 and 4810.32, in rolls or sheets",4810,6
X,481092,"Paper and paperboard; multi-ply, coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in heading no. 4810, in rolls or sheets",4810,6
X,481099,"Paper and paperboard; coated with inorganic substances only, whether or not surface-coloured, surface-decorated or printed, n.e.c. in heading no. 4810, in rolls or sheets",4810,6
X,4811,"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, surface-coloured, decorated or printed, rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",48,4
X,481110,"Paper and paperboard; tarred, bituminised or asphalted, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",4811,6
X,481141,"Paper and paperboard; self-adhesive, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",4811,6
X,481149,"Paper and paperboard; gummed or adhesive paper and paperboard (excluding self-adhesive), in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",4811,6
X,481151,"Paper and paperboard; coated, impregnated or covered with plastics (excluding adhesives), bleached, weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810",4811,6
X,481159,"Paper and paperboard; coated, impregnated or covered with plastics (excluding adhesives), other than bleached and weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810",4811,6
X,481160,"Paper and paperboard; coated, impregnated or covered with wax, paraffin wax, stearin, oil or glycerol, other than goods of heading no. 4803, 4809, or 4810",4811,6
X,481190,"Paper, paperboard, cellulose wadding and webs of soft cellulose fibres; coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in heading no. 4811, in rolls or sheets",4811,6
X,4812,"Filter blocks, slabs and plates of paper pulp",48,4
X,481200,"Paper pulp; filter blocks, slabs and plates of paper pulp",4812,6
X,4813,"Cigarette paper, whether or not cut to size or in the form of booklets or tubes",48,4
X,481310,"Paper, cigarette; in the form of booklets or tubes",4813,6
X,481320,"Paper, cigarette; in rolls of a width not exceeding 5cm",4813,6
X,481390,"Paper, cigarette; (other than in rolls of a width not exceeding 5cm, or in booklets or tubes)",4813,6
X,4814,Wallpaper and similar wall coverings; window transparencies of paper,48,4
X,481420,"Wallpaper and similar wall coverings; coated or covered on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics",4814,6
X,481490,Wallpaper and similar wall coverings and window transparencies of paper; n.e.c. in heading 4814,4814,6
X,4816,"Carbon paper, self-copy paper and other copying or transfer papers, (other than those of heading no. 4809), duplicator stencils and offset plates, of paper whether or not put up in boxes",48,4
X,481620,"Paper; self-copy paper (other than those of heading no. 4809), whether or not put up in boxes",4816,6
X,481690,"Paper; carbon paper and other copying or transfer papers (other than those of heading no. 4809), n.e.c. in item no. 4816.20",4816,6
X,4817,"Envelopes, letter cards, plain postcards and correspondence cards, of paper, paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard containing assortment of paper stationery",48,4
X,481710,Paper and paperboard; envelopes,4817,6
X,481720,"Paper and paperboard; letter cards, plain postcards and correspondence cards",4817,6
X,481730,"Paper and paperboard; boxes, pouches, wallets and writing compendiums containing an assortment of paper stationery",4817,6
X,4818,"Toilet paper, width 36cm or less or cut to size/shape; handkerchiefs, tissues, towels, serviettes, bed sheets and similar household or hospital articles, apparel and clothing accessories of paper pulp, paper, cellulose wadding or webs of cellulose fibres",48,4
X,481810,Paper articles; toilet paper,4818,6
X,481820,"Paper articles; handkerchiefs, cleansing or facial tissues and towels",4818,6
X,481830,"Paper articles; tablecloths and serviettes, of paper, cellulose wadding or fibres",4818,6
X,481850,"Paper articles; apparel and clothing accessories of paper, cellulose wadding or fibres",4818,6
X,481890,"Paper articles; articles of paper, cellulose wadding or fibres, n.e.c. in heading no. 4818",4818,6
X,4819,"Cartons, boxes, cases, bags and the like, of paper, paperboard, cellulose wadding or fibres; box files, letter trays and the like, of paper or paperboard, of a kind used in offices, shops or the like",48,4
X,481910,"Paper and paperboard; cartons, boxes and cases, of corrugated paper or paperboard",4819,6
X,481920,"Paper and paperboard; folding cartons, boxes and cases, of non-corrugated paper or paperboard",4819,6
X,481930,"Paper and paperboard; sacks and bags of paper, paperboard, cellulose wadding or fibres, having a base of a width of 40cm or more",4819,6
X,481940,"Paper and paperboard; sacks and bags, including cones, of paper, paperboard, cellulose wadding or fibres, having a base width less than 40cm",4819,6
X,481950,"Paper and paperboard; packing containers, including record sleeves, of paper, paperboard, cellulose wadding or fibres, n.e.c. in heading no. 4819",4819,6
X,481960,"Paper and paperboard; box files, letter trays, storage boxes and similar articles, used in offices, shops or the like of paper, paperboard, cellulose wadding or webs of cellulose fibres",4819,6
X,4820,"Registers, account books, diaries and similar; albums for samples or collections, of paper or paperboard",48,4
X,482010,"Paper and paperboard; registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles",4820,6
X,482020,Paper and paperboard; exercise books,4820,6
X,482030,"Paper and paperboard; binders, folders and file covers",4820,6
X,482040,Paper and paperboard; manifold business forms and interleaved carbon sets,4820,6
X,482050,Paper and paperboard; albums for samples or for collections,4820,6
X,482090,Paper or paperboard; stationery n.e.c. in heading no. 4820,4820,6
X,4821,"Paper or paperboard labels of all kinds, whether or not printed",48,4
X,482110,"Paper and paperboard; labels or all kinds, printed",4821,6
X,482190,"Paper and paperboard; labels of all kinds, unprinted",4821,6
X,4822,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard (whether or not perforated or hardened)",48,4
X,482210,"Paper pulp, paper or paperboard; bobbins, spools, cops and similar supports, of a kind used for winding textile yarn (whether or not perforated or hardened)",4822,6
X,482290,"Paper pulp, paper or paperboard; bobbins, spools, cops and similar supports, other than of a kind used for winding textile yarn (whether or not perforated or hardened)",4822,6
X,4823,"Paper, paperboard, cellulose wadding and webs of cellulose fibres; cut to size or shape, articles of paper pulp, paper and paper-board, cellulose wadding or webs of cellulose fibres, n.e.c. in chapter 48",48,4
X,482320,Paper and paperboard; filter paper and paperboard,4823,6
X,482340,"Paper and paperboard; rolls, sheets and dials, printed for self-recording apparatus",4823,6
X,482361,"Paper and paperboard; trays, dishes, plates, cups and the like, of bamboo paper or paperboard",4823,6
X,482369,"Paper and paperboard; trays, dishes, plates, cups and the like, of paper or paperboard other than of bamboo",4823,6
X,482370,Paper pulp; moulded or pressed articles or paper pulp,4823,6
X,482390,"Paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres; articles n.e.c. in heading no. 4823",4823,6
X,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",TOTAL,2
X,4901,"Printed books, brochures, leaflets and similar printed matter, whether or not in single sheets",49,4
X,490110,"Printed matter; in single sheets, whether or not folded",4901,6
X,490191,"Printed matter; dictionaries, encyclopaedias and serial instalments thereof",4901,6
X,490199,"Printed matter; books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",4901,6
X,4902,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising material",49,4
X,490210,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing at least four times a week",4902,6
X,490290,"Newspapers, journals and periodicals; whether or not illustrated or containing advertising material, appearing less frequently than four times a week",4902,6
X,4903,"Children's picture, drawing or colouring books",49,4
X,490300,"Printed matter; children's picture, drawing or colouring books",4903,6
X,4904,"Music, printed or in manuscript, whether or not bound or illustrated",49,4
X,490400,"Music; printed or in manuscript, whether or not bound or illustrated",4904,6
X,4905,"Maps and hydrographic or similar charts of all kinds, including atlases, wall maps, topographical plans and globes, printed",49,4
X,490520,"Maps and hydrographic or similar charts; printed in book form, including atlases, topographical plans and similar",4905,6
X,490590,"Maps and hydrographic or similar charts; (printed other than in book form), including wall maps, topographical plans and similar",4905,6
X,4906,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies",49,4
X,490600,"Plans and drawings; for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand; hand-written texts; photo- graphic reproductions; their carbon copies",4906,6
X,4907,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",49,4
X,490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value; stamp-impressed paper; cheque forms; banknotes, stock, share or bond certificates and the like of similar title",4907,6
X,4908,Transfers (decalcomanias),49,4
X,490810,"Printed matter; transfers (decalcomanias), vitrifiable",4908,6
X,490890,"Printed matter; transfers (decalcomanias), other than vitrifiable",4908,6
X,4909,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",49,4
X,490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",4909,6
X,4910,"Calendars of any kind, printed, including calendar blocks",49,4
X,491000,"Calendars; printed, of any kind, including calendar blocks",4910,6
X,4911,"Printed matter, n.e.c., including printed pictures and photographs",49,4
X,491110,"Printed matter; trade advertising material, commercial catalogues and the like",4911,6
X,491191,"Printed matter; pictures, designs and photographs, n.e.c. in item no. 4911.10",4911,6
X,491199,Printed matter; n.e.c. in heading no. 4911,4911,6
XI,50,Silk,TOTAL,2
XI,5001,Silk-worm cocoons suitable for reeling,50,4
XI,500100,Silk; silk-worm cocoons suitable for reeling,5001,6
XI,5002,Raw silk (not thrown),50,4
XI,500200,Silk; raw silk (not thrown),5002,6
XI,5003,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock)",50,4
XI,500300,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock)",5003,6
XI,5004,"Silk; yarn (other than yarn spun from silk waste), not put up for retail sale",50,4
XI,500400,"Silk; yarn (other than yarn spun from silk waste), not put up for retail sale",5004,6
XI,5005,"Yarn spun from silk waste, not put up for retail sale",50,4
XI,500500,"Silk; yarn spun from silk waste, not put up for retail sale",5005,6
XI,5006,"Silk yarn and yarn spun from silk waste, put up for retail sale; silk-worm gut",50,4
XI,500600,"Silk yarn and yarn spun from silk waste; put up for retail sale, and silk-worm gut",5006,6
XI,5007,Woven fabrics of silk or of silk waste,50,4
XI,500710,Silk; woven fabrics of noil silk,5007,6
XI,500720,"Silk; woven fabrics, containing 85% or more by weight of silk or of silk waste other than noil silk",5007,6
XI,500790,Silk; woven fabrics n.e.c. in heading no. 5007,5007,6
XI,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",TOTAL,2
XI,5101,"Wool, not carded or combed",51,4
XI,510111,"Wool; (not carded or combed), greasy (including fleece-washed wool), shorn",5101,6
XI,510119,"Wool; (other than shorn), greasy (including fleece-washed wool), not carded or combed",5101,6
XI,510121,"Wool; (not carded or combed), degreased, (not carbonised), shorn",5101,6
XI,510129,"Wool; (not carded or combed), degreased, (not carbonised), (other than shorn)",5101,6
XI,510130,"Wool; (not carded or combed), carbonised",5101,6
XI,5102,"Fine or coarse animal hair, not carded or combed",51,4
XI,510211,"Hair; fine animal hair, not carded or combed, of kashmir (cashmere) goats",5102,6
XI,510219,"Hair; fine animal hair, not carded or combed, other than of kashmir (cashmere) goats",5102,6
XI,510220,"Hair; coarse animal hair, not carded or combed",5102,6
XI,5103,"Waste of wool or of fine or coarse animal hair, including yarn waste but excluding garnetted stock",51,4
XI,510310,"Wool and hair; noils of wool or of fine animal hair, including yarn waste, but excluding garnetted stock",5103,6
XI,510320,"Wool and hair; waste of wool or of fine animal hair, including yarn waste, but excluding garnetted stock and noils of wool or of fine animal hair",5103,6
XI,510330,"Wool and hair; waste of coarse animal hair, including yarn waste, but excluding garnetted stock",5103,6
XI,5104,"Wool, or fine or coarse animal hair; garnetted stock",51,4
XI,510400,Wool and hair; garnetted stock of wool or of fine or coarse animal hair,5104,6
XI,5105,Wool and fine or coarse animal hair; carded or combed (including combed wool in fragments),51,4
XI,510510,Wool; carded,5105,6
XI,510521,"Wool; wool tops and other combed wool, in fragments",5105,6
XI,510529,"Wool; wool tops and other combed wool, other than in fragments",5105,6
XI,510531,"Hair; fine animal hair, carded or combed, of kashmir (cashmere) goats",5105,6
XI,510539,"Hair; fine animal hair, carded or combed, other than of kashmir (cashmere) goats",5105,6
XI,510540,"Hair; coarse animal hair, carded or combed",5105,6
XI,5106,"Yarn of carded wool, not put up for retail sale",51,4
XI,510610,"Yarn; of carded wool, containing 85% or more by weight of wool, not put up for retail sale",5106,6
XI,510620,"Yarn; of carded wool, containing less than 85% by weight of wool, not put up for retail sale",5106,6
XI,5107,"Yarn of combed wool, not put up for retail sale",51,4
XI,510710,"Yarn; of combed wool, containing 85% or more by weight of wool, not put up for retail sale",5107,6
XI,510720,"Yarn; of combed wool, containing less than 85% by weight of wool, not put up for retail sale",5107,6
XI,5108,"Yarn of fine animal hair (carded or combed), not put up for retail sale",51,4
XI,510810,"Yarn; of fine animal hair, carded, not put up for retail sale",5108,6
XI,510820,"Yarn; of fine animal hair, combed, not put up for retail sale",5108,6
XI,5109,"Yarn of wool or of fine animal hair, put up for retail sale",51,4
XI,510910,"Yarn; of wool or of fine animal hair, containing 85% or more by weight of wool or fine animal hair, put up for retail sale",5109,6
XI,510990,"Yarn; of wool or of fine animal hair, containing less than 85% by weight of wool or fine animal hair, put up for retail sale",5109,6
XI,5110,"Yarn of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale",51,4
XI,511000,"Yarn; of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale",5110,6
